Date,HomeTeam,AwayTeam,FormH,FormA,PositionH,PositionA,HSPG,ASPG,HSTPG,ASTPG,MatchRating,GoalDiff,B365H,B365D,B365A,FTR
30/04/11,Blackpool,Stoke,poor,average,13,9,11.65,11,6.09,5.41,A,-12,2.63,3.4,2.63,D
30/04/11,Chelsea,Tottenham,good,good,2,5,16.65,14.67,9.03,8.36,H,9,1.44,4.33,7.5,H
30/04/11,Sunderland,Fulham,average,average,11,10,11.71,12.03,5.76,6.53,A,-12,2.6,3.2,2.8,A
30/04/11,West Brom,Aston Villa,average,good,12,11,13.94,11.68,7.68,6.32,D,2,2.38,3.3,3,H
30/04/11,Wigan,Everton,average,good,14,7,11.76,13.59,6.5,7.76,A,-6,2.8,3.25,2.6,D
1/5/2011,Arsenal,Man United,average,good,3,1,15.76,14.47,9.24,8.24,D,-3,2.5,3.25,2.88,H
1/5/2011,Birmingham,Wolves,average,poor,12,14,8.82,9.65,4.32,5.41,D,3,2.1,3.3,3.6,D
1/5/2011,Liverpool,Newcastle,good,average,6,11,12.68,11.18,7.24,6.35,H,14,1.44,4.33,7.5,H
1/5/2011,Man City,West Ham,good,poor,4,15,12.33,12,7.09,6.03,H,8,1.4,4.5,9,H
7/5/2011,Aston Villa,Wigan,average,average,10,13,11.66,11.8,6.31,6.57,D,0,1.8,3.6,4.5,D
7/5/2011,Bolton,Sunderland,average,average,7,11,12.8,11.69,7.11,5.8,H,9,1.83,3.5,4.5,A
7/5/2011,Everton,Man City,average,good,6,4,13.29,12.53,7.63,7.24,D,2,2.7,3.2,2.7,H
7/5/2011,Newcastle,Birmingham,average,poor,12,13,11.06,8.8,6.26,4.23,D,-1,1.91,3.4,4.2,H
7/5/2011,Tottenham,Blackpool,average,average,5,15,14.59,11.63,8.32,6.09,H,7,1.3,5.5,10,D
7/5/2011,West Ham,Blackburn,poor,average,17,14,11.86,10.23,5.97,5,A,-8,1.95,3.6,3.8,D
8/5/2011,Man United,Chelsea,average,good,1,2,14.37,16.63,8.2,9.06,A,-4,2.38,3.25,3.1,H
8/5/2011,Stoke,Arsenal,good,average,11,3,10.94,15.57,5.43,9.03,H,4,5.5,3.75,1.67,H
8/5/2011,Wolves,West Brom,average,average,15,11,9.57,13.77,5.31,7.57,A,-9,2.1,3.4,3.5,H
9/5/2011,Fulham,Liverpool,good,good,9,6,11.94,12.57,6.51,7.17,A,-6,2.88,3.25,2.5,A
10/5/2011,Man City,Tottenham,good,average,4,6,12.51,14.74,7.23,8.4,D,1,1.91,3.4,4.2,H
14/05/11,Blackburn,Man United,average,good,13,1,10.17,14.33,4.97,8.19,A,-7,5,3.6,1.73,D
14/05/11,Blackpool,Bolton,average,poor,16,8,11.67,12.92,6.11,7.17,A,-5,2.2,3.4,3.25,H
14/05/11,Sunderland,Wolves,good,average,10,15,11.64,9.69,5.81,5.44,D,-1,2.5,3.25,2.88,A
14/05/11,West Brom,Everton,average,average,11,7,13.78,13.19,7.53,7.58,A,-6,2.63,3.25,2.75,H
15/05/11,Arsenal,Aston Villa,average,average,3,11,15.53,11.61,8.92,6.33,D,-1,1.36,5,8.5,A
15/05/11,Birmingham,Fulham,poor,good,12,9,8.69,11.89,4.17,6.53,A,-10,2.2,3.25,3.4,A
15/05/11,Chelsea,Newcastle,good,average,2,11,16.69,11.28,9.11,6.47,H,8,1.25,6,11,D
15/05/11,Liverpool,Tottenham,good,poor,5,6,12.67,14.72,7.28,8.36,H,14,1.73,3.8,4.75,A
15/05/11,Wigan,West Ham,average,poor,14,15,11.67,12.19,6.5,6.22,H,9,2.1,3.4,3.5,H
17/05/11,Man City,Stoke,good,good,4,9,12.36,10.97,7.14,5.47,D,0,1.36,4.75,9,H
22/05/11,Aston Villa,Liverpool,average,good,10,6,11.51,12.59,6.3,7.14,A,-10,3.2,3.4,2.25,H
22/05/11,Bolton,Man City,poor,good,9,3,13.03,12.46,7.22,7.19,A,-4,5,3.75,1.7,A
22/05/11,Everton,Chelsea,average,average,6,2,13.46,16.65,7.65,9.05,D,-3,3.1,3.25,2.38,H
22/05/11,Fulham,Arsenal,good,average,7,3,12.05,15.76,6.59,9.08,H,6,3.75,3.6,1.95,D
22/05/11,Man United,Blackpool,average,good,1,13,14.19,11.68,8.08,6.16,H,6,1.6,4,5.5,H
22/05/11,Newcastle,West Brom,average,good,10,9,11.32,13.78,6.54,7.57,D,-2,2,3.5,3.75,D
22/05/11,Stoke,Wigan,average,good,10,13,10.78,11.86,5.38,6.59,D,1,2.75,3.6,2.4,A
22/05/11,Tottenham,Birmingham,average,poor,4,14,14.54,8.65,8.24,4.11,H,8,1.53,4,6.5,H
22/05/11,West Ham,Sunderland,poor,average,15,11,12.22,11.7,6.32,5.89,A,-4,2,3.5,3.75,A
22/05/11,Wolves,Blackburn,good,good,12,12,9.7,10.05,5.46,4.89,D,0,2.2,3,3.75,A
13/08/11,Blackburn,Wolves,average,average,1,1,0,0,0,0,D,0,2.2,3.2,3.5,A
13/08/11,Fulham,Aston Villa,average,average,2,2,0,0,0,0,D,0,2.2,3.2,3.5,D
13/08/11,Liverpool,Sunderland,average,average,3,3,0,0,0,0,D,0,1.57,3.6,7,D
13/08/11,Newcastle,Arsenal,average,average,3,3,0,0,0,0,D,0,3.75,3.25,2.1,D
13/08/11,QPR,Bolton,average,average,3,3,0,0,0,0,D,0,2.4,3.25,3,A
13/08/11,Wigan,Norwich,average,average,3,3,0,0,0,0,D,0,2.2,3.2,3.5,D
14/08/11,Stoke,Chelsea,average,average,3,3,0,0,0,0,D,0,5.5,3.5,1.7,D
14/08/11,West Brom,Man United,average,average,3,3,0,0,0,0,D,0,6.5,4,1.53,A
15/08/11,Man City,Swansea,average,average,3,3,0,0,0,0,D,0,1.29,5,13,H
20/08/11,Arsenal,Liverpool,average,average,2,2,9,11,4,4,D,0,2.5,3.25,2.9,A
20/08/11,Aston Villa,Blackburn,average,poor,3,4,7,16,1,8,D,1,1.73,3.4,5.5,H
20/08/11,Chelsea,West Brom,average,poor,3,4,20,14,11,8,D,1,1.3,5.5,10,H
20/08/11,Everton,QPR,average,poor,4,4,0,13,0,7,H,4,1.53,3.8,7,A
20/08/11,Sunderland,Newcastle,average,average,3,3,15,6,6,1,D,0,2.2,3.25,3.4,A
20/08/11,Swansea,Wigan,poor,average,4,3,8,18,5,11,A,-4,2.1,3.3,3.6,D
21/08/11,Bolton,Man City,good,good,2,2,13,26,7,19,D,0,4.75,3.5,1.8,A
21/08/11,Norwich,Stoke,average,average,5,5,13,6,3,3,D,0,2.6,3.3,2.75,D
21/08/11,Wolves,Fulham,good,average,3,5,13,13,4,9,D,1,2.38,3.25,3.1,H
22/08/11,Man United,Tottenham,good,average,3,6,11,0,5,0,D,1,1.67,3.75,5.5,H
27/08/11,Aston Villa,Wolves,average,good,2,1,8,15,3.5,5.5,D,-1,2.1,3.25,3.75,D
27/08/11,Blackburn,Everton,poor,poor,8,8,13,14,7,7,D,-2,3.3,3.25,2.25,A
27/08/11,Chelsea,Norwich,average,average,4,6,21,11,11.5,5,D,1,1.2,6.5,15,H
27/08/11,Liverpool,Bolton,average,average,4,5,12,9.5,6,5.5,D,-1,1.4,4.5,8.5,H
27/08/11,Swansea,Sunderland,poor,poor,7,7,10,15,5.5,5.5,D,-3,2.38,3.3,3,D
27/08/11,Wigan,QPR,average,average,6,5,14,8.5,7.5,5,D,3,2.25,3.3,3.25,H
28/08/11,Man United,Arsenal,good,poor,2,7,19,9.5,13,5,H,6,1.5,4.33,6.5,H
28/08/11,Newcastle,Fulham,average,poor,5,8,9,10.5,5.5,6.5,D,3,2.1,3.25,3.75,H
28/08/11,Tottenham,Man City,poor,good,8,3,20,21.5,12,14,A,-8,2.88,3.3,2.5,A
28/08/11,West Brom,Stoke,poor,average,7,5,10,10.5,6,4,D,-2,2.1,3.25,3.75,A
10/9/2011,Arsenal,Swansea,poor,average,6,5,12.67,11.67,7.67,5.67,A,-4,1.36,4.75,9,H
10/9/2011,Bolton,Man United,average,good,5,1,8.67,21,5,13.67,A,-9,9,4.5,1.4,A
10/9/2011,Everton,Aston Villa,average,good,6,4,11.5,10.33,5.5,4,D,-2,2,3.4,3.8,D
10/9/2011,Man City,Wigan,good,good,2,5,21.67,13.67,13.33,8.33,H,7,1.17,7,17,H
10/9/2011,Stoke,Liverpool,good,good,4,2,9.33,13.67,3,7,D,-3,3.25,3.3,2.25,H
10/9/2011,Sunderland,Chelsea,average,good,8,3,14,19.33,6.33,10.33,A,-4,5,3.75,1.7,A
10/9/2011,Wolves,Tottenham,good,poor,4,11,11,17.5,4.33,11,H,10,3,3.25,2.4,A
11/9/2011,Fulham,Blackburn,poor,poor,10,11,12.33,13.33,7.33,6.67,D,1,1.67,3.6,5.5,D
11/9/2011,Norwich,West Brom,average,poor,9,11,10.33,12,5.33,6.33,D,1,2.5,3.25,2.88,A
12/9/2011,QPR,Newcastle,average,good,8,4,12,10.33,6.33,6.67,A,-7,2.4,3.25,3,D
17/09/11,Aston Villa,Newcastle,good,good,5,3,9.5,9.75,3.75,5.75,D,0,1.91,3.4,4.2,D
17/09/11,Blackburn,Arsenal,poor,average,10,7,12.5,14,6.25,7.75,D,3,4.2,3.4,1.91,H
17/09/11,Bolton,Norwich,poor,poor,8,9,11.5,12,7,5.25,D,-1,1.8,3.6,4.6,A
17/09/11,Everton,Wigan,average,average,7,6,13.33,12.5,7,7.5,D,1,1.5,4,7,H
17/09/11,Swansea,West Brom,average,average,9,8,11.25,12.5,5.5,7,D,-3,2.63,3.2,2.75,H
17/09/11,Wolves,QPR,average,average,5,7,10.75,12.5,4.75,6,H,6,1.91,3.4,4.2,A
18/09/11,Fulham,Man City,poor,good,9,1,12.5,22,7.5,12.5,A,-15,6.5,3.8,1.57,D
18/09/11,Man United,Chelsea,good,good,2,3,19,18.5,12.5,9.75,H,11,1.83,3.5,4.5,H
18/09/11,Sunderland,Stoke,poor,good,10,5,14,7.75,6.5,2.5,A,-4,2.4,3.2,3.1,H
18/09/11,Tottenham,Liverpool,average,good,9,6,17.33,15.25,11,8,A,-8,2.63,3.4,2.63,H
24/09/11,Arsenal,Bolton,average,poor,9,10,16,10.6,9.4,7,D,-3,1.44,4.5,7,H
24/09/11,Chelsea,Swansea,good,average,3,8,18.8,10.4,9.6,5.4,H,4,1.2,6.5,15,H
24/09/11,Liverpool,Wolves,average,poor,5,5,13.2,11.2,6.8,5,D,1,1.36,4.5,10,H
24/09/11,Man City,Everton,good,good,2,6,21.2,14.25,12.2,7.75,H,10,1.44,4.33,7.5,H
24/09/11,Newcastle,Blackburn,good,average,5,10,12,12,7.2,6,H,5,1.83,3.5,4.5,H
24/09/11,Stoke,Man United,good,good,6,2,8,17.6,3,11.4,A,-19,6.5,4,1.53,D
24/09/11,West Brom,Fulham,average,average,10,10,12.6,12.8,7.2,8.2,D,-2,2.3,3.25,3.25,D
24/09/11,Wigan,Tottenham,average,good,8,7,11.8,19,6.8,12.25,D,-2,4,3.5,1.91,A
25/09/11,QPR,Aston Villa,average,average,6,6,13.4,9.6,7.2,3.4,A,-4,2.3,3.25,3.2,D
26/09/11,Norwich,Sunderland,average,average,8,8,11.8,12.8,5.2,6.6,A,-4,2.5,3.4,2.8,H
1/10/2011,Aston Villa,Wigan,average,poor,6,8,9.33,10.67,3.5,6.33,H,6,1.62,3.75,6,H
1/10/2011,Blackburn,Man City,average,good,10,1,10.67,20.67,5.17,11.5,A,-19,6.5,3.75,1.57,A
1/10/2011,Everton,Liverpool,average,average,9,6,12.8,13.33,6.8,6.67,D,0,3.1,3.2,2.4,A
1/10/2011,Man United,Norwich,good,good,2,7,16.83,11.67,11,5.67,H,18,1.17,7,17,H
1/10/2011,Sunderland,West Brom,average,average,8,9,12.67,11.83,6.5,6.83,H,6,2.25,3.4,3.2,D
1/10/2011,Wolves,Newcastle,poor,good,7,3,11.17,13.17,5.17,7.33,A,-7,2.5,3.25,2.88,A
2/10/2011,Bolton,Chelsea,poor,good,11,3,9.33,18.17,6.33,9.17,A,-13,6.5,4,1.53,A
2/10/2011,Fulham,QPR,average,good,11,7,13.67,14,8.33,7.5,D,-1,2,3.3,4,H
2/10/2011,Swansea,Stoke,average,average,10,6,9.5,9,5.17,3.83,D,-3,2.63,3.25,2.75,H
2/10/2011,Tottenham,Arsenal,good,good,6,8,18,17.17,11.2,10.17,H,5,2.1,3.4,3.5,H
15/10/11,Chelsea,Everton,good,average,2,9,18.57,12.67,9.86,6.33,H,11,1.36,4.5,10,H
15/10/11,Liverpool,Man United,good,good,3,1,13.57,16.86,7,10.71,A,-16,3,3.3,2.4,D
15/10/11,Man City,Aston Villa,good,good,2,6,20.43,10.29,11.57,4.43,H,10,1.33,5,10,H
15/10/11,Norwich,Swansea,good,good,9,9,11.86,9.43,5.71,5.14,A,-4,2.2,3.3,3.4,H
15/10/11,QPR,Blackburn,average,average,9,13,14.43,9.86,7.86,5,H,4,1.83,3.5,4.5,D
15/10/11,Stoke,Fulham,poor,good,8,10,9.29,14.43,4.14,9,A,-7,2.2,3.2,3.5,H
15/10/11,Wigan,Bolton,poor,poor,12,13,11.14,10,6.71,6.86,H,10,2.3,3.3,3.2,A
16/10/11,Arsenal,Sunderland,average,average,10,11,16.57,12.57,9.71,6.57,A,-7,1.44,4.33,7.5,H
16/10/11,Newcastle,Tottenham,good,good,4,6,12.71,17.67,7.14,10.67,H,4,3,3.3,2.4,D
16/10/11,West Brom,Wolves,average,poor,14,12,11.14,13.14,6.29,6.14,D,1,2,3.3,4,H
22/10/11,Aston Villa,West Brom,average,good,8,11,10,11.88,4.63,6.88,D,0,2,3.3,4,A
22/10/11,Bolton,Sunderland,average,poor,13,13,10.5,12,7.38,6.25,A,-14,2.2,3.2,3.5,A
22/10/11,Liverpool,Norwich,good,good,5,8,13.63,12.25,7.13,6,D,1,1.29,5.5,11,D
22/10/11,Newcastle,Wigan,good,poor,4,14,12.63,11.38,7.13,7,H,12,1.57,3.8,6.5,H
22/10/11,Wolves,Swansea,poor,average,11,10,13.13,9.75,6.63,5,A,-8,2,3.4,3.8,D
23/10/11,Arsenal,Stoke,good,average,8,6,17,9.88,9.88,4.38,D,-1,1.53,4,6.5,H
23/10/11,Blackburn,Tottenham,poor,good,12,5,9.88,16.71,5.5,10.29,A,-10,4,3.5,1.91,A
23/10/11,Fulham,Everton,average,poor,11,11,13.13,12.14,8,6.14,H,6,2.25,3.25,3.3,A
23/10/11,Man United,Man City,good,good,2,1,16,19.75,9.75,11.38,D,-1,2,3.4,3.8,A
23/10/11,QPR,Chelsea,average,good,10,3,14.13,17.13,7.63,9.25,A,-15,9.5,5,1.33,H
29/10/11,Chelsea,Arsenal,good,good,3,6,16.78,16.11,9,9.33,D,2,1.62,4,5.5,A
29/10/11,Everton,Man United,average,average,8,2,12,15.56,6.25,9.56,A,-6,4.5,3.6,1.8,A
29/10/11,Man City,Wolves,good,poor,1,10,19.67,13.89,11.44,7.33,H,26,1.17,7,19,H
29/10/11,Norwich,Blackburn,average,poor,6,13,12.22,10.89,6.44,5.78,H,7,1.91,3.6,4,D
29/10/11,Sunderland,Aston Villa,average,average,10,8,12.67,9.22,6.67,4.11,H,5,2.1,3.3,3.6,D
29/10/11,Swansea,Bolton,average,average,10,13,10.44,11,6,7.44,H,12,2.1,3.3,3.6,H
29/10/11,West Brom,Liverpool,good,good,8,5,11.44,14.89,6.67,8,D,3,4,3.3,2,A
29/10/11,Wigan,Fulham,poor,average,13,11,11.44,13.33,6.78,8,A,-13,2.88,3.25,2.5,A
30/10/11,Tottenham,QPR,good,average,5,7,15.75,13.44,9.88,7.11,H,11,1.36,4.75,9,H
31/10/11,Stoke,Newcastle,average,good,7,3,9.33,12.67,4.11,7.44,A,-9,2.1,3.2,3.8,A
5/11/2011,Arsenal,West Brom,good,good,6,9,15.8,11.3,9.2,6.6,H,8,1.4,4.5,8.5,H
5/11/2011,Aston Villa,Norwich,poor,good,7,6,9.3,12.3,4.2,6.4,A,-4,1.83,3.5,4.5,H
5/11/2011,Blackburn,Chelsea,average,average,12,4,11,16.3,5.9,9.1,A,-10,7.5,4.33,1.44,A
5/11/2011,Liverpool,Swansea,good,average,5,8,15.1,11.4,7.9,6.6,D,-1,1.29,5.5,10,D
5/11/2011,Man United,Sunderland,average,average,2,9,14.7,12.7,9.2,6.8,A,-4,1.25,5.5,13,H
5/11/2011,Newcastle,Everton,good,average,3,9,12,12.67,6.9,6.78,H,9,2.25,3.25,3.3,H
5/11/2011,QPR,Man City,average,good,8,1,13.3,19.5,7.2,11.2,A,-20,10,5,1.33,A
6/11/2011,Bolton,Stoke,average,average,12,8,10.7,9.4,7,4.1,D,-2,2.4,3.3,3,H
6/11/2011,Fulham,Tottenham,average,good,10,5,12.7,16.44,7.7,10.22,A,-5,3.25,3.3,2.25,A
6/11/2011,Wolves,Wigan,poor,poor,12,14,13.4,12.1,6.8,7,D,1,1.91,3.3,4.33,H
19/11/11,Everton,Wolves,average,average,10,9,12.8,13.36,6.7,7.27,D,-2,1.57,3.75,6.5,H
19/11/11,Man City,Newcastle,good,good,1,3,19.18,11.82,10.91,6.82,H,10,1.3,5.5,10,H
19/11/11,Norwich,Arsenal,average,good,7,5,12,15.45,6.45,9,A,-10,5.5,3.6,1.67,A
19/11/11,Stoke,QPR,poor,average,8,8,9.36,13.73,4.27,7.36,D,-1,1.83,3.5,4.5,A
19/11/11,Sunderland,Fulham,average,average,10,10,12.36,13.91,6.45,8.82,D,-3,2.3,3.25,3.2,D
19/11/11,Swansea,Man United,good,good,7,2,11.18,14.73,6.27,9.18,D,0,6.5,4.2,1.5,A
19/11/11,West Brom,Bolton,average,average,9,10,11.09,11.55,6.36,7.82,D,2,2,3.4,3.8,H
19/11/11,Wigan,Blackburn,poor,poor,13,12,12.18,11.18,7,6.09,D,-2,2.5,3.25,2.88,D
20/11/11,Chelsea,Liverpool,average,good,4,5,15.91,15.36,9,8.09,D,2,1.83,3.5,4.5,A
21/11/11,Tottenham,Aston Villa,good,average,4,5,15.6,9.55,10,4.36,H,8,1.57,4,6,H
26/11/11,Arsenal,Fulham,good,average,4,9,15.83,13.83,9.42,8.83,H,6,1.44,4.2,8,D
26/11/11,Bolton,Everton,average,average,11,8,11.25,12.82,7.67,6.91,D,1,3.1,3.25,2.38,A
26/11/11,Chelsea,Wolves,average,average,5,11,16.08,12.58,8.67,6.75,H,7,1.22,6,15,H
26/11/11,Man United,Newcastle,good,good,2,3,14.58,11.67,9,6.83,D,-3,1.4,4.5,8.5,D
26/11/11,Norwich,QPR,poor,average,10,8,11.58,13.33,6.25,7.42,H,5,2.1,3.4,3.5,H
26/11/11,Stoke,Blackburn,poor,average,11,14,10,10.75,4.5,5.75,A,-4,1.83,3.5,4.5,H
26/11/11,Sunderland,Wigan,average,poor,12,15,12.42,12.92,6.58,7.33,H,9,1.67,3.6,5.5,A
26/11/11,West Brom,Tottenham,average,good,9,4,11.5,16,6.58,9.91,A,-9,4,3.6,1.91,A
27/11/11,Liverpool,Man City,good,good,7,1,14.83,18.58,7.67,10.75,A,-12,2.75,3.2,2.63,D
27/11/11,Swansea,Aston Villa,average,average,10,8,11,9.17,6.25,4.08,H,4,2.2,3.25,3.4,D
3/12/2011,Aston Villa,Man United,average,good,7,2,9.15,15.23,4.08,9.31,D,-3,5,3.6,1.73,A
3/12/2011,Blackburn,Swansea,poor,average,13,9,11.15,10.62,6.23,5.92,D,-3,2.1,3.4,3.5,H
3/12/2011,Man City,Norwich,good,average,1,7,17.69,11.85,10.15,6.38,H,12,1.17,7,17,H
3/12/2011,Newcastle,Chelsea,average,good,4,5,11.38,16.15,6.77,8.85,D,0,3.5,3.4,2.1,A
3/12/2011,QPR,West Brom,average,average,7,8,13.31,11.31,7.15,6.46,D,1,2.25,3.3,3.25,D
3/12/2011,Tottenham,Bolton,good,average,3,12,16.58,11,10.25,7.62,H,9,1.3,5,12,H
3/12/2011,Wigan,Arsenal,average,good,13,6,12.46,16.15,7.08,9.62,A,-15,6,4,1.57,A
4/12/2011,Everton,Stoke,good,average,7,8,13.17,9.85,7.5,4.54,H,7,1.67,3.6,5.5,A
4/12/2011,Wolves,Sunderland,average,poor,12,12,12.15,12.77,6.38,6.92,A,-5,2.4,3.3,3,H
5/12/2011,Fulham,Liverpool,average,good,11,6,13.54,15,8.62,7.77,A,-7,3.5,3.4,2.1,H
10/12/2011,Arsenal,Everton,good,good,5,8,16.14,13,9.64,7.23,H,10,1.53,4,6.5,H
10/12/2011,Bolton,Aston Villa,poor,poor,14,9,11.14,9,7.71,4,D,-2,2.5,3.3,2.88,A
10/12/2011,Liverpool,QPR,average,average,7,10,15.14,13.36,7.86,6.93,H,4,1.33,5,10,H
10/12/2011,Man United,Wolves,good,average,2,11,14.93,12.36,9,6.64,D,2,1.22,6,15,H
10/12/2011,Norwich,Newcastle,average,poor,9,6,11.36,11.71,6.07,6.93,A,-4,2.4,3.4,2.88,H
10/12/2011,Swansea,Fulham,poor,good,11,10,10.57,13.93,5.86,8.93,D,0,2.63,3.25,2.75,H
10/12/2011,West Brom,Wigan,average,average,11,15,11.57,12.07,6.71,6.86,D,3,1.67,3.8,5.25,A
11/12/2011,Stoke,Tottenham,good,good,8,3,9.64,17.23,4.5,10.69,A,-19,3.75,3.5,2,H
11/12/2011,Sunderland,Blackburn,poor,average,14,15,13.14,11.36,7.29,6.43,D,1,1.83,3.5,4.5,H
12/12/2011,Chelsea,Man City,good,good,5,1,16.5,17.93,9.14,10.57,A,-11,2.4,3.3,3,H
17/12/11,Blackburn,West Brom,average,poor,13,10,10.8,11.67,6.13,6.8,H,5,2.38,3.3,3,A
17/12/11,Everton,Norwich,average,good,10,7,12.57,11.47,6.79,6.4,D,2,1.62,3.75,6,D
17/12/11,Fulham,Bolton,average,poor,12,16,13.8,11.53,8.8,8,D,3,1.62,3.75,6,H
17/12/11,Newcastle,Swansea,poor,average,5,10,11.67,10.93,7,6,A,-5,1.8,3.6,4.5,D
17/12/11,Wigan,Chelsea,good,good,14,3,11.73,16.27,6.67,9,A,-11,9,4.75,1.36,D
17/12/11,Wolves,Stoke,average,good,14,8,12.27,9.67,6.73,4.67,D,-2,2.5,3.25,2.88,A
18/12/11,Aston Villa,Liverpool,average,average,10,7,9.53,15.53,4.47,8.33,A,-4,4.2,3.4,1.91,A
18/12/11,Man City,Arsenal,average,good,1,5,17.2,15.87,10.13,9.47,D,-3,1.73,3.75,4.5,H
18/12/11,QPR,Man United,poor,good,12,2,12.87,15.4,6.6,9.6,A,-11,7.5,4.33,1.44,A
18/12/11,Tottenham,Sunderland,good,average,4,13,17.07,13.73,10.79,7.6,H,12,1.36,4.75,9,H
20/12/11,Blackburn,Bolton,average,poor,15,16,11.19,11.69,6.63,7.88,D,1,2.1,3.4,3.5,A
20/12/11,Wolves,Norwich,average,average,13,8,12.13,11.19,6.63,6.06,D,-2,2,3.5,3.75,D
21/12/11,Aston Villa,Arsenal,average,good,9,5,9.94,15.63,4.69,9.38,A,-11,5,3.6,1.73,A
21/12/11,Everton,Swansea,poor,average,11,10,13.6,10.44,7.33,5.63,D,1,1.57,3.75,6.5,H
21/12/11,Fulham,Man United,good,good,11,2,13.94,15.63,8.81,9.75,A,-9,5,3.6,1.73,A
21/12/11,Man City,Stoke,good,good,2,7,17.06,9.56,10.06,4.63,H,8,1.22,6,15,H
21/12/11,Newcastle,West Brom,poor,average,6,11,12,11.75,6.94,6.75,D,-2,2,3.5,3.75,A
21/12/11,QPR,Sunderland,poor,average,12,14,12.75,13.38,6.38,7.38,D,-1,2.5,3.3,2.88,A
21/12/11,Wigan,Liverpool,average,good,15,5,11.94,15.75,6.69,8.56,A,-7,7,4,1.5,D
22/12/11,Tottenham,Chelsea,good,good,3,4,17,15.88,10.87,8.75,D,2,2.6,3.4,2.7,D
26/12/11,Bolton,Newcastle,average,poor,17,7,11.47,12.53,7.71,7.18,D,0,2.5,3.4,2.8,A
26/12/11,Chelsea,Fulham,good,average,4,11,16.12,13.88,8.82,8.76,H,10,1.3,5,12,D
26/12/11,Liverpool,Blackburn,good,poor,6,17,15.88,11.53,8.65,6.65,H,6,1.25,5.5,13,D
26/12/11,Man United,Wigan,good,good,2,16,15.53,12.12,9.88,6.88,H,14,1.14,7.5,21,H
26/12/11,Stoke,Aston Villa,good,average,8,11,9.12,9.94,4.35,4.65,H,6,1.91,3.4,4.2,D
26/12/11,Sunderland,Everton,good,average,13,10,13.59,13.56,7.71,7.25,D,-3,2.4,3.25,3,D
26/12/11,West Brom,Man City,good,good,9,2,11.88,17.24,6.82,10.41,A,-9,7,4.5,1.44,D
27/12/11,Arsenal,Wolves,good,poor,4,14,15.18,12.47,9.18,6.76,H,13,1.22,6,15,D
27/12/11,Norwich,Tottenham,good,average,9,2,11.59,16.94,6.53,10.81,A,-9,4.5,3.6,1.8,A
27/12/11,Swansea,QPR,average,poor,12,13,10.06,13,5.53,6.53,D,2,2,3.4,3.8,D
30/12/11,Liverpool,Newcastle,good,average,5,6,16.56,12.5,8.89,7.17,H,6,1.53,4,6.5,H
31/12/11,Arsenal,QPR,average,poor,4,12,15.61,12.94,9.61,6.56,H,10,1.25,5.5,13,H
31/12/11,Bolton,Wolves,average,average,15,13,11.06,12.11,7.44,6.61,D,-3,2.2,3.25,3.4,D
31/12/11,Chelsea,Aston Villa,average,poor,4,9,16.56,9.94,9.17,4.61,H,10,1.29,5,13,A
31/12/11,Man United,Blackburn,good,poor,1,15,15.61,11.17,9.83,6.39,H,19,1.13,8,26,A
31/12/11,Norwich,Fulham,average,average,9,10,11.39,13.61,6.39,8.61,D,1,2.6,3.25,2.75,D
31/12/11,Stoke,Wigan,average,average,6,14,9,11.94,4.22,6.78,H,9,1.67,3.6,5.5,D
31/12/11,Swansea,Tottenham,average,good,11,2,9.89,17.06,5.44,10.65,A,-8,5.5,3.6,1.67,D
1/1/2012,Sunderland,Man City,average,good,11,1,13.5,17.28,7.72,10.33,A,-8,6.5,4,1.53,H
1/1/2012,West Brom,Everton,good,good,8,9,11.61,13.29,6.61,7,D,-2,2.6,3.25,2.75,A
2/1/2012,Aston Villa,Swansea,average,average,8,11,10.05,10.11,4.84,5.58,D,0,1.83,3.4,4.75,A
2/1/2012,Blackburn,Stoke,average,average,14,6,11.11,9.16,6.32,4.16,D,0,2.5,3.25,2.88,A
2/1/2012,Fulham,Arsenal,average,good,11,3,13.47,15.63,8.47,9.47,A,-10,4,3.5,1.91,H
2/1/2012,QPR,Norwich,poor,average,11,9,12.58,11.74,6.37,6.53,D,-1,2.1,3.4,3.5,A
2/1/2012,Wolves,Chelsea,average,average,12,4,11.89,16.53,6.53,8.95,A,-5,6,4,1.57,A
3/1/2012,Man City,Liverpool,average,good,1,5,17.68,16.47,10.37,8.79,D,2,1.91,3.4,4.2,H
3/1/2012,Tottenham,West Brom,good,average,3,12,16.78,11.53,10.44,6.37,H,5,1.33,5,10,H
3/1/2012,Wigan,Sunderland,average,good,15,13,11.84,13.21,6.74,7.58,A,-9,2.63,3.25,2.75,A
4/1/2012,Everton,Bolton,good,average,10,16,13.28,11.16,7.06,7.53,H,7,1.5,4,7,A
4/1/2012,Newcastle,Man United,average,good,7,2,12.11,16.16,6.89,10,A,-21,5,3.6,1.73,H
11/1/2012,Tottenham,Everton,good,average,3,10,16.95,13.11,10.63,6.89,D,3,1.53,3.8,7,H
14/01/12,Aston Villa,Everton,average,average,10,9,10.05,13,4.7,6.75,D,-1,2.4,3.25,3,D
14/01/12,Blackburn,Fulham,average,good,15,10,11.25,13.85,6.35,8.45,D,1,3,3.3,2.38,H
14/01/12,Chelsea,Sunderland,average,good,3,9,16.45,13.05,9,7.65,A,-5,1.4,4.5,8.5,H
